구분(1),구분(2),구분(3),구분(4),2023.03,2023.04,2023.05,2023.06,2023.07,2023.08
도시대기,충북,청주,용암동,0.032,0.0362,0.0395,0.0439,0.0306,0.0313
도시대기,충북,청주,오창읍,0.0375,0.0393,0.04,0.0446,0.0274,0.0303
도시대기,충북,청주,산남동,0.0359,0.0392,0.0405,0.0467,0.0305,0.0306
도시대기,충북,청주,가덕면,0.0383,0.0396,0.0423,0.0452,0.0265,0.0249
도시대기,충북,청주,오송읍,0.0365,0.0391,0.042,0.0485,0.0307,0.0312
도시대기,충북,충주,호암동,0.0345,0.0406,0.0436,0.0499,0.0333,0.0324
도시대기,충북,충주,칠금동,0.03,0.0344,0.0384,0.0429,0.03,0.0286
도시대기,충북,충주,중앙탑면,0.0424,0.042,0.0474,0.0488,0.0318,0.0327
도시대기,충북,충주,살미면,0.0296,0.0284,0.0369*,0.0379,0.0233,0.0239
도시대기,충북,제천,장락동,0.0375,0.0415,0.0451,0.0471,0.0292,0.0311
도시대기,충북,제천,영천동,0.0292,0.0335,0.0366,0.0384,0.0228,0.0237
도시대기,충북,제천,청풍면,0.0378,0.0377,0.0392,0.04,0.0226,0.0233
도시대기,충북,단양,매포읍,0.0336,0.0381,0.0396,0.0396,0.0232,0.0235
도시대기,충북,단양,단성면,0.0428,0.0431,0.0448,0.0471,0.0275,0.0271
도시대기,충북,단양,단양읍,0.0379,0.0402,0.0428,0.0423,0.0258,0.0272
도시대기,충북,진천,진천읍,0.0403,0.0376,0.0492,0.0523,0.0366,0.0359
도시대기,충북,진천,덕산읍,0.0433,0.0446,0.0476,0.0527,0.0409,0.0389
도시대기,충북,옥천,옥천읍,0.0363,0.041,0.0429,0.0494,0.0249,0.029
