구분(1),구분(2),구분(3),구분(4),2023.03,2023.04,2023.05,2023.06,2023.07,2023.08
도시대기,경남,창원,성주동,50,58,33,22,23,21
도시대기,경남,창원,용지동,57,63,34,24,22,20
도시대기,경남,창원,사파동,52,59,30,20,18,16
도시대기,경남,창원,경화동,47,57,30,20,20,18
도시대기,경남,창원,회원동,55,62,33,23,21,20
도시대기,경남,창원,봉암동,55,58,33,22,19,18
도시대기,경남,창원,월영동,47,56,33,23,23,23
도시대기,경남,창원,내서읍,49,53,29,18,19,18
도시대기,경남,진주,상봉동,50,57,34,20,19,16
도시대기,경남,진주,대안동,51,57,35,20,20,20
도시대기,경남,진주,상대동,50,54,38,26,31,25
도시대기,경남,진주,정촌면,49,56,34,21,19,16
도시대기,경남,하동,하동읍,43,46,29,21,25,22
도시대기,경남,하동,금성면,41,48,30,22,26,21
도시대기,경남,김해,동상동,56,61,34,24,22,19
